Timestamp,Value
1733469810.5520358,93.57050227442465
1733469810.5625165,18.310075507269442
1733469810.5726693,80.52394670429244
1733469810.5827944,56.087293199452525
1733469810.5929525,51.485192690743645
1733469810.6031203,70.56869316422802
1733469810.613391,94.2222190771276
1733469810.623665,58.51534404791162
1733469810.6338358,66.20450660826674
1733469810.6439846,19.39175733174605
1733469810.6541698,87.48517324412536
1733469810.6643906,60.04772135462992
1733469810.674597,52.150408061861
1733469810.6847446,49.270926368848336
1733469810.6949196,52.89502668973333
1733469810.705081,25.07925783285646
1733469810.715263,8.727997806241628
1733469810.7254128,4.445663688615875
1733469810.735582,38.98720028130004
1733469810.7457554,33.623818742682346
1733469810.7559214,18.556377190884643
1733469810.7660902,29.39751003636184
1733469810.7763038,84.64942042694061
1733469810.7864616,72.6977860533991
1733469810.796674,64.58472266129198
1733469810.8068442,44.84478886458576
1733469810.8170364,75.6854834793092
1733469810.827205,29.79162263627223
1733469810.8373716,78.5480419469788
1733469810.8475695,49.68638935561469
1733469810.8577285,28.08361502386728
1733469810.8678927,28.943384549327966
1733469810.8780923,65.6195225721743
1733469810.8882632,54.754486178953556
1733469810.898459,52.17771148985801
1733469810.9086225,65.76335302315877
1733469810.9188547,93.86293310037122
1733469810.929044,43.19552836404331
1733469810.9391851,35.23951770600162
1733469810.9493825,11.530048310708441
1733469810.9596171,11.927974719218714
1733469810.9698102,33.98340325815293
1733469810.9799833,99.01703561333531
1733469810.990161,85.41298495052341
1733469811.0003352,2.6448034596660674
1733469811.0104957,15.42456860180732
1733469811.0206563,78.68579980219369
1733469811.030806,82.6203653958901
1733469811.0411136,45.057703307967365
1733469811.0512745,61.38649226913161
1733469811.0615532,98.04489125110885
1733469811.0718064,68.83182334526666
1733469811.081966,75.06239329432154
1733469811.092171,24.36855663081173
1733469811.1023662,44.436065809373815
1733469811.1126516,26.47351269199988
1733469811.1228375,95.16977746391916
1733469811.1329832,82.2467167571314
1733469811.143178,60.09795061744685
1733469811.1533296,2.0843317845909093
1733469811.1634817,72.46149512726768
1733469811.1736937,92.78332754315333
1733469811.1838663,33.806955806567004
1733469811.1940157,89.21625159179212
1733469811.2041907,66.02214261182075
1733469811.2143452,78.22420875419557
1733469811.2244606,73.93132301791331
1733469811.234706,3.0967112216202963
1733469811.2448668,46.363154209901545
1733469811.255073,18.71508612511593
1733469811.2652628,53.66510544454012
1733469811.275493,50.86364505061647
1733469811.285678,53.35677320288571
1733469811.2958472,98.767872302771
1733469811.30602,15.900327321362273
1733469811.3162024,54.81130109878541
1733469811.3264303,9.677046144666113
1733469811.3366692,31.750088221018025
1733469811.3468466,74.90774581724878
1733469811.3570292,51.94806359117722
1733469811.3672104,41.17979404677886
1733469811.3773732,10.943115319275753
1733469811.387585,60.04150176888056
1733469811.3977559,28.886855522869215
1733469811.4078844,27.931528690133167
1733469811.4180446,41.18270402970241
1733469811.4281929,23.564036492830454
1733469811.43835,50.06805905793086
1733469811.4484851,58.18049860209664
1733469811.4586458,56.64831057323598
1733469811.4688072,42.999452046577325
1733469811.4789598,40.05307435875527
1733469811.489124,13.969797764350444
1733469811.499333,33.392913966903215
1733469811.5095108,51.884484941188866
1733469811.5197012,90.70339945650709
1733469811.529955,34.08269654909096
1733469811.5401187,70.42118548087831
1733469811.550279,25.859489586821226
1733469811.5604858,73.32696537553102
1733469811.5706365,33.48502807994807
1733469811.5808735,50.4519088619626
1733469811.5910692,67.4378336405535
1733469811.601297,58.62473858814285
1733469811.6114817,62.500975935850924
1733469811.621624,8.922101827185458
1733469811.6317134,33.57097639708046
1733469811.6418514,23.836230015567295
1733469811.6526523,52.782184145136746
1733469811.6628222,80.14468172116939
1733469811.6730375,80.48595254332483
1733469811.6832337,94.34466309033066
1733469811.6935132,7.4497511941554855
1733469811.7036648,66.20996504152738
1733469811.7138543,43.26422466031281
1733469811.7240064,29.756257231794304
